Symbol,GeneName,ProbeName,RefSeq,SAM rank
AGPAT5,"1-acylglycerol-3-phosphate O-acyltransferase 5 (lysophosphatidic acid acyltransferase, epsilon)",A_23_P216200,NM_018361,817
THC2400529,,A_24_P918875,hc,818
ZNF588,zinc finger protein 588,A_24_P209378,NM_016220,819
MGC45806,hypothetical protein MGC45806,A_23_P434919,NM_152304,820
GAS6,growth arrest-specific 6,A_23_P146922,NM_000820,821
CSH1,chorionic somatomammotropin hormone 1 (placental lactogen),A_23_P381347,NM_022640,822
KAAG1,kidney associated antigen 1,A_24_P143301,NM_181337,823
SUI1,putative translation initiation factor,A_23_P45945,NM_005801,824
GEM,GTP binding protein overexpressed in skeletal muscle,A_23_P257043,NM_005261,825
ADCY7,adenylate cyclase 7,A_23_P106945,NM_001114,826
STK33,serine/threonine kinase 33,A_23_P127915,NM_030906,827
AQP3,aquaporin 3,A_23_P112481,NM_004925,828
ZNF31,zinc finger protein 31 (KOX 29),A_23_P23102,NM_145238,829
STAC3,SH3 and cysteine rich domain 3,A_23_P10947,NM_145064,830
A_32_P176200,,A_32_P176200,0,831
LOC283174,hypothetical protein LOC283174,A_24_P904484,NM_001001873,832
LOC130502,similar to CG14894-PA,A_23_P119857,NM_001008237,833
MRPS25,mitochondrial ribosomal protein S25,A_23_P18135,NM_022497,834
SERPINB9,"serine (or cysteine) proteinase inhibitor, clade B (ovalbumin), member 9",A_32_P38323,NM_004155,835
SYTL3,synaptotagmin-like 3,A_23_P168188,NM_001009991,836
LOC442311,similar to zinc finger protein 43 (HTF6),A_24_P695669,XM_498202,837
ORC4L,"origin recognition complex, subunit 4-like (yeast)",A_32_P141612,NM_002552,838
THC2441546,,A_32_P226620,hc,839
CLSTN1,calsyntenin 1,A_24_P191067,NM_001009566,840
CANX,calnexin,A_23_P147185,NM_001746,841
AK130891,,A_32_P216122,b,842
CLEC3B,"C-type lectin domain family 3, member B",A_23_P69497,NM_003278,843
THC2281463,,A_24_P634530,hc,844
THC2411433,,A_24_P820302,hc,845
PMM2,phosphomannomutase 2,A_23_P432360,NM_000303,846
ENST00000334962,,A_24_P144487,ns,847
A_24_P375962,,A_24_P375962,0,848
LOC341604,similar to 60S ribosomal protein L35,A_24_P195276,XM_296315,849
ADORA1,adenosine A1 receptor,A_23_P74299,NM_000674,850
MGAT1,"mannosyl (alpha-1,3-)-glycoprotein beta-1,2-N-acetylglucosaminyltransferase",A_23_P58482,NM_002406,851
EXTL1,exostoses (multiple)-like 1,A_23_P62999,NM_004455,852
BM550834,,A_24_P479510,b,853
THC2283645,,A_32_P202719,hc,854
FOXI1,forkhead box I1,A_24_P129052,NM_012188,855
A_24_P213325,,A_24_P213325,0,856
TMEM35,transmembrane protein 35,A_23_P45324,NM_021637,857
TMEM61,transmembrane protein 61,A_23_P11629,NM_182532,858
ENST00000307507,,A_32_P68533,ns,859
DNAJC3,"DnaJ (Hsp40) homolog, subfamily C, member 3",A_23_P36962,NM_006260,860
LOC158863,hypothetical protein LOC158863,A_32_P37341,b,861
THC2337941,,A_23_P60753,hc,862
HRBL,HIV-1 Rev binding protein-like,A_23_P311640,NM_006076,863
DDR1,"discoidin domain receptor family, member 1",A_24_P123601,NM_013994,864
BX107702,,A_32_P53678,b,865
PNPLA5,patatin-like phospholipase domain containing 5,A_23_P377312,NM_138814,866
PTK2,PTK2 protein tyrosine kinase 2,A_23_P22096,NM_153831,867
ELMO1,"engulfment and cell motility 1 (ced-12 homolog, C. elegans)",A_23_P122937,NM_014800,868
ZNF543,zinc finger protein 543,A_32_P139229,NM_213598,869
A_24_P195749,,A_24_P195749,0,870
FANCG,"Fanconi anemia, complementation group G",A_23_P71644,NM_004629,871
A_24_P705136,,A_24_P705136,0,872
HIST1H4F,"histone 1, H4f",A_23_P359540,NM_003540,873
THC2317139,,A_32_P34970,hc,874
AK002179,,A_32_P112592,b,875
ENST00000309004,,A_24_P41160,ns,876
HOOK1,hook homolog 1 (Drosophila),A_23_P114879,NM_015888,877
HIST1H3B,"histone 1, H3b",A_23_P93258,NM_003537,878
THC2341414,,A_32_P171856,hc,879
Beta4GalNAc-T4,"beta1,4-N-acetylgalactosaminyltransferases IV",A_23_P344000,NM_178537,880
PEX12,peroxisomal biogenesis factor 12,A_24_P416411,NM_000286,881
BI003432,,A_32_P162760,b,882
TPCN2,two pore segment channel 2,A_23_P98159,NM_139075,883
KDELR1,KDEL (Lys-Asp-Glu-Leu) endoplasmic reticulum protein retention receptor 1,A_23_P4913,NM_006801,884
AGPAT5,"1-acylglycerol-3-phosphate O-acyltransferase 5 (lysophosphatidic acid acyltransferase, epsilon)",A_24_P29876,NM_018361,885
AK097976,,A_24_P944253,b,886
MTPN,myotrophin,A_23_P147098,NM_145808,887
HIP2,huntingtin interacting protein 2,A_24_P277456,b,888
RPUSD2,RNA pseudouridylate synthase domain containing 2,A_23_P309850,NM_152260,889
CHCHD5,coiled-coil-helix-coiled-coil-helix domain containing 5,A_23_P154282,NM_032309,890
C8orf34,chromosome 8 open reading frame 34,A_24_P16678,b,891
ZNF502,zinc finger protein 502,A_23_P29384,NM_033210,892
CACNG1,"calcium channel, voltage-dependent, gamma subunit 1",A_23_P89302,NM_000727,893
DKFZP564D172,hypothetical protein DKFZp564D172,A_24_P111912,NM_032042,894
ENTPD3,ectonucleoside triphosphate diphosphohydrolase 3,A_23_P212469,NM_001248,895
THC2439806,,A_32_P31123,hc,896
SPAM1,"sperm adhesion molecule 1 (PH-20 hyaluronidase, zona pellucida binding)",A_23_P111826,NM_153189,897
A_24_P238427,,A_24_P238427,0,898
FOXA3,forkhead box A3,A_23_P142174,NM_004497,899
PLA2G4B,"phospholipase A2, group IVB (cytosolic)",A_23_P403424,NM_005090,900
RPL21,ribosomal protein L21,A_24_P280901,NM_000982,901
DDAH2,dimethylarginine dimethylaminohydrolase 2,A_23_P19482,NM_013974,902
LOC285216,hypothetical protein LOC285216,A_24_P272389,b,903
PLCL2,phospholipase C-like 2,A_24_P281988,NM_015184,904
SETBP1,SET binding protein 1,A_23_P4551,NM_015559,905
DKFZp434M0331,hypothetical protein DKFZp434M0331,A_23_P13998,NM_017600,906
CHST12,carbohydrate (chondroitin 4) sulfotransferase 12,A_23_P310421,NM_018641,907
ENST00000309246,,A_24_P255252,ns,908
A_24_P6850,,A_24_P6850,0,909
AQP8,aquaporin 8,A_23_P26522,NM_001169,910
AK023757,,A_24_P611139,b,911
HIST1H3B,"histone 1, H3b",A_24_P174924,NM_003537,912
CNAP1,chromosome condensation-related SMC-associated protein 1,A_23_P25293,NM_014865,913
BF064247,,A_24_P710270,b,914
RAD50,RAD50 homolog (S. cerevisiae),A_23_P250404,NM_005732,915
MRPL49,mitochondrial ribosomal protein L49,A_24_P201491,NM_004927,916
A_32_P219704,,A_32_P219704,0,917
THC2308359,,A_23_P118135,hc,918
C3orf1,chromosome 3 open reading frame 1,A_23_P18413,NM_016589,919
CR621244,,A_23_P105753,b,920
AL833309,,A_24_P892612,b,921
C9orf24,chromosome 9 open reading frame 24,A_23_P217009,NM_032596,922
TPARL,TPA regulated locus,A_23_P133174,NM_018475,923
TDGF1,teratocarcinoma-derived growth factor 1,A_23_P366376,NM_003212,924
AI791206,,A_24_P856722,b,925
FLJ40113,"golgi autoantigen, golgin subfamily a-like",A_23_P358195,NM_198079,926
GLULD1,glutamate-ammonia ligase (glutamine synthase) domain containing 1,A_23_P93169,NM_016571,927
TMSB4X,"thymosin, beta 4, X-linked",A_24_P374516,NM_021109,928
ENST00000337863,,A_24_P192586,ns,929
G2,G2 protein,A_24_P727884,b,930
SOX15,SRY (sex determining region Y)-box 15,A_23_P164011,NM_006942,931
HIST4H4,"histone 4, H4",A_24_P261691,b,932
E2F2,E2F transcription factor 2,A_23_P125990,NM_004091,933
CCL21,chemokine (C-C motif) ligand 21,A_23_P112470,NM_002989,934
A_24_P332953,,A_24_P332953,0,935
SPCS2,signal peptidase complex subunit 2 homolog (S. cerevisiae),A_23_P2143,NM_014752,936
FLJ23554,hypothetical protein FLJ23554,A_23_P83751,NM_024806,937
FAM46C,"family with sequence similarity 46, member C",A_23_P137751,NM_017709,938
A_23_P206568,,A_23_P206568,0,939
THC2338292,,A_32_P42780,hc,940
THC2375353,,A_32_P224449,hc,941
ZNF676,zinc finger protein 676,A_24_P205036,NM_001001411,942
MYL4,"myosin, light polypeptide 4, alkali; atrial, embryonic",A_24_P188218,NM_002476,943
NETO2,neuropilin (NRP) and tolloid (TLL)-like 2,A_32_P77989,NM_018092,944
IL10RA,"interleukin 10 receptor, alpha",A_24_P52733,NM_001558,945
MAN2A2,"mannosidase, alpha, class 2A, member 2",A_23_P37569,NM_006122,946
BF801762,,A_32_P119928,b,947
AY172962,,A_24_P605563,b,948
TARBP1,TAR (HIV) RNA binding protein 1,A_23_P52058,NM_005646,949
LOC128192,similar to peptidyl-Pro cis trans isomerase,A_23_P137825,XM_060887,950
OGG1,8-oxoguanine DNA glycosylase,A_23_P212196,NM_016828,951
C20orf23,chromosome 20 open reading frame 23,A_23_P28906,b,952
GOLGA2,"golgi autoantigen, golgin subfamily a, 2",A_23_P9426,NM_004486,953
ARL5,ADP-ribosylation factor-like 5,A_23_P101943,NM_012097,954
RIPK4,receptor-interacting serine-threonine kinase 4,A_23_P211267,NM_020639,955
ANG,"angiogenin, ribonuclease, RNase A family, 5",A_23_P428738,NM_001145,956
A_23_P44053,,A_23_P44053,0,957
ZD52F10,dermokine,A_23_P320261,NM_033317,958
SULT1C2,"sulfotransferase family, cytosolic, 1C, member 2",A_23_P39605,NM_006588,959
STOML1,stomatin (EPB72)-like 1,A_23_P48910,NM_004809,960
D15F37,D15F37 gene,A_23_P346048,NM_001024681,961
AMAC1L2,acyl-malonyl condensing enzyme 1-like 2,A_23_P59988,NM_054028,962
A_32_P179807,,A_32_P179807,0,963
A_24_P660797,,A_24_P660797,0,964
RDX,radixin,A_23_P203023,NM_002906,965
TBL1XR1,transducin (beta)-like 1X-linked receptor 1,A_24_P114604,NM_024665,966
ATXN10,ataxin 10,A_24_P391368,NM_013236,967
PIK3C2B,"phosphoinositide-3-kinase, class 2, beta polypeptide",A_23_P200710,NM_002646,968
CR992331,,A_32_P150300,b,969
LRRC8D,"leucine rich repeat containing 8 family, member D",A_23_P97365,NM_018103,970
CR598922,,A_23_P212914,b,971
THC2376757,,A_24_P460599,hc,972
AK095453,,A_32_P50275,b,973
TTMP,TPA-induced transmembrane protein,A_23_P58009,NM_024616,974
RFX4,"regulatory factor X, 4 (influences HLA class II expression)",A_24_P224158,NM_213594,975
CXorf21,chromosome X open reading frame 21,A_23_P62227,NM_025159,976
BG028463,,A_32_P226768,b,977
RSHL1,radial spokehead-like 1,A_23_P67411,NM_030785,978
SMAD7,"SMAD, mothers against DPP homolog 7 (Drosophila)",A_23_P55518,NM_005904,979
DEFB105A,"defensin, beta 105A",A_23_P380871,NM_152250,980
A_23_P79351,,A_23_P79351,0,981
BQ188788,,A_32_P94845,b,982
AA627222,,A_32_P44139,b,983
ETV6,ets variant gene 6 (TEL oncogene),A_23_P105264,NM_001987,984
THC2314403,,A_32_P11381,hc,985
AHSA2,"AHA1, activator of heat shock 90kDa protein ATPase homolog 2 (yeast)",A_23_P372467,NM_152392,986
AK127374,,A_32_P52632,b,987
ENST00000355898,,A_23_P374944,ns,988
AJ319669,,A_24_P104980,b,989
KIAA0649,KIAA0649,A_23_P146497,NM_014811,990
BCAS3,breast carcinoma amplified sequence 3,A_23_P153070,NM_017679,991
RHPN1,"rhophilin, Rho GTPase binding protein 1",A_23_P87435,b,992
SP100,nuclear antigen Sp100,A_23_P349928,NM_003113,993
LOC283523,similar to telomeric repeat binding factor 1 isoform 2; Telomeric repeat binding factor 1; telomeric repeat binding protein 1,A_24_P41189,b,994
BC035146,,A_24_P769359,b,995
NEK7,NIMA (never in mitosis gene a)-related kinase 7,A_23_P353574,NM_133494,996
C20orf58,chromosome 20 open reading frame 58,A_23_P17316,NM_152864,997
SLC9A6,"solute carrier family 9 (sodium/hydrogen exchanger), isoform 6",A_23_P22625,NM_006359,998
SOAT1,sterol O-acyltransferase (acyl-Coenzyme A: cholesterol acyltransferase) 1,A_23_P63319,NM_003101,999
KLC2L,kinesin light chain 2-like,A_23_P4653,NM_145275,1000
LOC284454,hypothetical protein LOC284454,A_24_P734060,b,1001
LOC90693,"alpha-1,3(6)-mannosylglycoprotein beta-1,6-N-acetyl-glucosaminyltransferase-like",A_24_P354954,NM_138771,1002
TUB,tubby homolog (mouse),A_23_P53110,NM_003320,1003
SPAG9,sperm associated antigen 9,A_24_P365025,NM_003971,1004
LOC283345,RPL13-2 pseudogene,A_23_P48080,XR_000220,1005
SFI1,"Sfi1 homolog, spindle assembly associated (yeast)",A_23_P80278,NM_001007467,1006
A_24_P366445,,A_24_P366445,0,1007
HIST2H4,"histone 2, H4",A_23_P436281,NM_003548,1008
BF509481,,A_24_P739106,b,1009
A_24_P681563,,A_24_P681563,0,1010
GPT2,glutamic pyruvate transaminase (alanine aminotransferase) 2,A_24_P193648,NM_133443,1011
HIST3H3,"histone 3, H3",A_23_P137909,NM_003493,1012
CFLAR,CASP8 and FADD-like apoptosis regulator,A_23_P209394,b,1013
BE165955,,A_32_P92117,b,1014
MHC2TA,MHC class II transactivator,A_23_P353478,NM_000246,1015
C1orf69,chromosome 1 open reading frame 69,A_32_P436884,NM_001010867,1016
DAP,death-associated protein,A_24_P243278,NM_004394,1017
CDKN2A,"cyclin-dependent kinase inhibitor 2A (melanoma, p16, inhibits CDK4)",A_23_P43484,NM_058197,1018
PPP1R12B,"protein phosphatase 1, regulatory (inhibitor) subunit 12B",A_23_P201790,NM_032105,1019
SNAPC4,"small nuclear RNA activating complex, polypeptide 4, 190kDa",A_23_P20722,NM_003086,1020
GPI7,GPI7 protein,A_24_P247879,b,1021
ACTL8,actin-like 8,A_32_P176018,NM_030812,1022
C20orf31,chromosome 20 open reading frame 31,A_24_P627306,NM_018217,1023
FCRL5,Fc receptor-like 5,A_23_P201211,NM_031281,1024
TBC1D7,"TBC1 domain family, member 7",A_23_P111273,NM_016495,1025
AJ399872,,A_24_P484904,b,1026
ZNF449,zinc finger protein 449,A_23_P309865,NM_152695,1027
LAMB3,"laminin, beta 3",A_23_P86012,NM_001017402,1028
THC2406192,,A_32_P6442,hc,1029
BC045163,,A_32_P67266,b,1030
HSPB1,heat shock 27kDa protein 1,A_23_P257704,NM_001540,1031
CD80,"CD80 antigen (CD28 antigen ligand 1, B7-1 antigen)",A_24_P320033,NM_005191,1032
ZNF141,zinc finger protein 141 (clone pHZ-44),A_23_P388867,NM_003441,1033
MGAT4B,"mannosyl (alpha-1,3-)-glycoprotein beta-1,4-N-acetylglucosaminyltransferase, isoenzyme B",A_24_P29260,NM_054013,1034
TUBGCP5,"tubulin, gamma complex associated protein 5",A_23_P152038,NM_052903,1035
PLEKHF2,"pleckstrin homology domain containing, family F (with FYVE domain) member 2",A_23_P20275,NM_024613,1036
BC071773,,A_32_P7516,b,1037
BC018676,,A_32_P42406,b,1038
ENST00000304963,,A_23_P418031,ns,1039
THC2370681,,A_23_P169766,hc,1040
AP3M2,"adaptor-related protein complex 3, mu 2 subunit",A_24_P64039,NM_006803,1041
ZNF143,zinc finger protein 143 (clone pHZ-1),A_32_P224094,b,1042
DLL3,delta-like 3 (Drosophila),A_24_P57047,NM_203486,1043
ZNF615,zinc finger protein 615,A_24_P190345,NM_198480,1044
MGC11242,hypothetical protein MGC11242,A_23_P118894,NM_024320,1045
ILVBL,ilvB (bacterial acetolactate synthase)-like,A_23_P165148,NM_006844,1046
PKP3,plakophilin 3,A_23_P95810,NM_007183,1047
WDR34,WD repeat domain 34,A_23_P20823,NM_052844,1048
BU681613,,A_32_P83891,b,1049
IMMP2L,IMP2 inner mitochondrial membrane protease-like (S. cerevisiae),A_32_P87872,NM_032549,1050
BC042986,,A_32_P83750,b,1051
BC084557,,A_23_P335190,b,1052
ENST00000295628,,A_24_P23865,ns,1053
RAB3D,"RAB3D, member RAS oncogene family",A_23_P404678,NM_004283,1054
UBXD5,UBX domain containing 5,A_23_P11936,NM_145345,1055
BF366211,,A_32_P74243,b,1056
TLR7,toll-like receptor 7,A_23_P62437,NM_016562,1057
TGFBI,"transforming growth factor, beta-induced, 68kDa",A_23_P156327,NM_000358,1058
SYVN1,"synovial apoptosis inhibitor 1, synoviolin",A_24_P381224,NM_172230,1059
WFDC2,WAP four-disulfide core domain 2,A_23_P218675,NM_080733,1060
ALPL,"alkaline phosphatase, liver/bone/kidney",A_24_P353619,NM_000478,1061
ZNF655,zinc finger protein 655,A_23_P345081,NM_001009956,1062
C1orf24,chromosome 1 open reading frame 24,A_24_P233786,NM_052966,1063
THC2394165,,A_32_P49764,hc,1064
THC2339836,,A_32_P10067,hc,1065
LOC391437,similar to 60S ribosomal protein L19,A_24_P153063,b,1066
MTERFD2,MTERF domain containing 2,A_24_P737451,NM_182501,1067
C7orf10,chromosome 7 open reading frame 10,A_23_P145711,NM_024728,1068
THC2278340,,A_24_P479364,hc,1069
AF086548,,A_32_P116989,b,1070
GIYD1,GIY-YIG domain containing 1,A_23_P501451,NM_001014999,1071
TEX13B,testis expressed sequence 13B,A_23_P73637,NM_031273,1072
ENST00000355807,,A_24_P384119,ns,1073
ITSN1,intersectin 1 (SH3 domain protein),A_23_P252962,NM_001001132,1074
PPY2,pancreatic polypeptide 2,A_23_P164253,NR_002181,1075
THC2340670,,A_32_P154121,hc,1076
ENST00000359714,,A_24_P110242,ns,1077
PRSS2,"protease, serine, 2 (trypsin 2)",A_23_P310274,NM_002770,1078
THC2434786,,A_23_P28042,hc,1079
AK022045,,A_32_P10133,b,1080
GNPDA2,glucosamine-6-phosphate deaminase 2,A_23_P144578,NM_138335,1081
ENST00000252134,,A_24_P366082,ns,1082
SLC25A28,"solute carrier family 25, member 28",A_23_P75220,NM_031212,1083
THC2379706,,A_32_P220666,hc,1084
RGS8,regulator of G-protein signalling 8,A_23_P103424,NM_033345,1085
HMGN2,high-mobility group nucleosomal binding domain 2,A_32_P29507,NM_005517,1086
SRPR,signal recognition particle receptor ('docking protein'),A_24_P321369,NM_003139,1087
A_24_P307046,,A_24_P307046,0,1088
CR603051,,A_23_P164737,b,1089
THC2283605,,A_32_P227921,hc,1090
ADCY6,adenylate cyclase 6,A_23_P501547,NM_015270,1091
ZNF43,zinc finger protein 43 (HTF6),A_23_P5234,NM_003423,1092
FLJ11235,hypothetical protein FLJ11235,A_24_P188975,b,1093
AI051172,,A_32_P42913,b,1094
FAM59A,"family with sequence similarity 59, member A",A_23_P66948,NM_022751,1095
KIF26A,kinesin family member 26A,A_32_P27917,b,1096
EIF4ENIF1,eukaryotic translation initiation factor 4E nuclear import factor 1,A_23_P132263,NM_019843,1097
OXR1,oxidation resistance 1,A_23_P256244,b,1098
CEACAM19,carcinoembryonic antigen-related cell adhesion molecule 19,A_23_P78518,b,1099
RCN1,"reticulocalbin 1, EF-hand calcium binding domain",A_23_P203299,NM_002901,1100
IVL,involucrin,A_23_P353524,NM_005547,1101
MAPKBP1,mitogen activated protein kinase binding protein 1,A_24_P272594,NM_014994,1102
A_24_P625898,,A_24_P625898,0,1103
NINJ1,ninjurin 1,A_23_P169137,NM_004148,1104
AA599881,,A_32_P100379,b,1105
FLJ10587,hypothetical protein FLJ10587,A_23_P66563,NM_018149,1106
IPF1,"insulin promoter factor 1, homeodomain transcription factor",A_23_P113570,b,1107
ANKRD25,ankyrin repeat domain 25,A_24_P324787,NM_015493,1108
DOCK5,dedicator of cytokinesis 5,A_24_P350245,NM_024940,1109
C10orf12,chromosome 10 open reading frame 12,A_23_P115838,NM_015652,1110
HRASLS2,HRAS-like suppressor 2,A_23_P105012,NM_017878,1111
MTP,"microsomal triglyceride transfer protein (large polypeptide, 88kDa)",A_23_P213171,NM_000253,1112
CML2,putative N-acetyltransferase Camello 2,A_24_P308506,NM_016347,1113
RASSF4,Ras association (RalGDS/AF-6) domain family 4,A_23_P75260,NM_032023,1114
LOC150166,hypothetical protein LOC150166,A_32_P103815,b,1115
WNT10A,"wingless-type MMTV integration site family, member 10A",A_23_P102113,NM_025216,1116
TSPAN18,tetraspanin 18,A_24_P13083,NM_130783,1117
FLJ31413,hypothetical protein FLJ31413,A_24_P206344,NM_152557,1118
RAB6IP1,RAB6 interacting protein 1,A_23_P321201,NM_015213,1119
VKORC1L1,"vitamin K epoxide reductase complex, subunit 1-like 1",A_23_P413815,NM_173517,1120
AF076205,,A_24_P538459,b,1121
C20orf142,chromosome 20 open reading frame 142,A_23_P431638,b,1122
HCFC1,host cell factor C1 (VP16-accessory protein),A_23_P125771,NM_005334,1123
ENST00000344581,,A_32_P823560,ns,1124
ENST00000328398,,A_32_P3534,ns,1125
CACNB2,"calcium channel, voltage-dependent, beta 2 subunit",A_32_P146309,b,1126
BIRC2,baculoviral IAP repeat-containing 2,A_24_P115774,NM_001166,1127
AGRN,agrin,A_23_P343411,NM_198576,1128
HLA-DMB,"major histocompatibility complex, class II, DM beta",A_32_P351968,NM_002118,1129
AF055023,,A_24_P917026,b,1130
RSNL2,restin-like 2,A_23_P417363,b,1131
SLC39A11,"solute carrier family 39 (metal ion transporter), member 11",A_24_P57528,NM_139177,1132
ODF3,outer dense fiber of sperm tails 3,A_24_P4736,NM_053280,1133
C6orf114,chromosome 6 open reading frame 114,A_23_P134058,NM_033069,1134
ENST00000284483,,A_24_P350576,ns,1135
NPM1,"nucleophosmin (nucleolar phosphoprotein B23, numatrin)",A_32_P49423,NM_002520,1136
KIAA1598,KIAA1598,A_23_P202587,NM_018330,1137
AA742526,,A_32_P115555,b,1138
LOC51236,brain protein 16,A_23_P61268,NM_016458,1139
TMEM19,transmembrane protein 19,A_23_P385742,NM_018279,1140
ENST00000362067,,A_24_P919789,ns,1141
RPL37A,ribosomal protein L37a,A_32_P783,NM_000998,1142
SNX4,sorting nexin 4,A_23_P72568,NM_003794,1143
GTF3C4,"general transcription factor IIIC, polypeptide 4, 90kDa",A_23_P20732,NM_012204,1144
RPL21,ribosomal protein L21,A_23_P2725,NM_000982,1145
ANXA2,annexin A2,A_23_P146644,NM_001002857,1146
MAGED2,"melanoma antigen family D, 2",A_24_P160263,NM_201222,1147
PLP2,proteolipid protein 2 (colonic epithelium-enriched),A_24_P74932,NM_002668,1148
ATBF1,AT-binding transcription factor 1,A_23_P118266,NM_006885,1149
A_24_P332504,,A_24_P332504,0,1150
ZBP1,Z-DNA binding protein 1,A_24_P395966,NM_030776,1151
TAOK1,TAO kinase 1,A_23_P38457,NM_020791,1152
WDR35,WD repeat domain 35,A_23_P108463,NM_001006657,1153
C10orf137,chromosome 10 open reading frame 137,A_23_P1403,NM_015608,1154
DJ971N18.2,hypothetical protein DJ971N18.2,A_24_P250535,NM_021156,1155
CNKSR3,CNKSR family member 3,A_24_P66592,NM_173515,1156
KIAA0701,KIAA0701 protein,A_23_P319808,NM_015054,1157
ENST00000278949,,A_24_P270033,ns,1158
HMGN2,high-mobility group nucleosomal binding domain 2,A_32_P41487,NM_005517,1159
RPS25,ribosomal protein S25,A_23_P47357,NM_001028,1160
ZNF160,zinc finger protein 160,A_24_P241792,NM_198893,1161
ADAR,"adenosine deaminase, RNA-specific",A_23_P200439,NM_001111,1162
THC2290002,,A_24_P497843,hc,1163
U88892,,A_24_P919311,b,1164
KTN1,kinectin 1 (kinesin receptor),A_23_P106131,NM_182926,1165
G1P3,"interferon, alpha-inducible protein (clone IFI-6-16)",A_23_P201459,NM_022873,1166
AU185665,,A_32_P105273,b,1167
ENST00000361286,,A_24_P315862,ns,1168
AJ519285,,A_24_P488083,b,1169
ENST00000307948,,A_24_P323635,ns,1170
AK123972,,A_32_P32413,b,1171
U80770,,A_24_P484965,b,1172
GAS8,growth arrest-specific 8,A_23_P206435,NM_001481,1173
A_32_P15169,,A_32_P15169,0,1174
W05707,,A_32_P117860,b,1175
RAD52B,RAD52 homolog B (S. cerevisiae),A_23_P141447,NM_145654,1176
RFX3,"regulatory factor X, 3 (influences HLA class II expression)",A_23_P9289,NM_134428,1177
TOB1,"transducer of ERBB2, 1",A_32_P148085,b,1178
AK126242,,A_32_P94722,b,1179
CCR7,chemokine (C-C motif) receptor 7,A_23_P343398,NM_001838,1180
DNMBP,dynamin binding protein,A_23_P328206,b,1181
TBCD,tubulin-specific chaperone d,A_24_P169258,NM_005993,1182
AJ243810,,A_24_P931993,b,1183
ENST00000328419,,A_24_P204374,ns,1184
FABP3,"fatty acid binding protein 3, muscle and heart (mammary-derived growth inhibitor)",A_24_P62783,NM_004102,1185
HTR1E,5-hydroxytryptamine (serotonin) receptor 1E,A_24_P380349,NM_000865,1186
SLC30A7,"solute carrier family 30 (zinc transporter), member 7",A_24_P563545,NM_133496,1187
ENST00000308118,,A_24_P41149,ns,1188
LMO2,LIM domain only 2 (rhombotin-like 1),A_23_P53126,NM_005574,1189
BC035417,,A_32_P197053,b,1190
HSPCA,"heat shock 90kDa protein 1, alpha",A_24_P145377,NM_005348,1191
CALR,calreticulin,A_23_P67288,NM_004343,1192
CD359021,,A_24_P306585,b,1193
RPL7,ribosomal protein L7,A_32_P155364,NM_000971,1194
C15orf21,chromosome 15 open reading frame 21,A_23_P423419,NM_001005266,1195
C20orf94,chromosome 20 open reading frame 94,A_23_P364766,NM_001009608,1196
RNF157,ring finger protein 157,A_32_P57810,NM_052916,1197
BRAF,v-raf murine sarcoma viral oncogene homolog B1,A_23_P42935,NM_004333,1198
PDE4DIP,phosphodiesterase 4D interacting protein (myomegalin),A_23_P350059,b,1199
AK092875,,A_32_P194164,b,1200
CYB561D2,cytochrome b-561 domain containing 2,A_23_P121326,NM_007022,1201
GFI1,growth factor independent 1,A_23_P257365,NM_005263,1202
RNPEPL1,arginyl aminopeptidase (aminopeptidase B)-like 1,A_23_P17030,NM_018226,1203
AF035021,,A_24_P627503,b,1204
AP3B2,"adaptor-related protein complex 3, beta 2 subunit",A_23_P77304,NM_004644,1205
TM9SF2,transmembrane 9 superfamily member 2,A_23_P151394,NM_004800,1206
JAZF1,juxtaposed with another zinc finger gene 1,A_32_P36694,NM_175061,1207
ENST00000344010,,A_24_P375932,ns,1208
SYNE2,"spectrin repeat containing, nuclear envelope 2",A_23_P128887,NM_182910,1209
HSD11B2,hydroxysteroid (11-beta) dehydrogenase 2,A_23_P14986,NM_000196,1210
C20orf12,chromosome 20 open reading frame 12,A_24_P323425,NM_018152,1211
STK3,"serine/threonine kinase 3 (STE20 homolog, yeast)",A_23_P215963,NM_006281,1212
FTL,"ferritin, light polypeptide",A_23_P50504,NM_000146,1213
ZNF446,zinc finger protein 446,A_24_P349676,NM_017908,1214
CTAGE3,"CTAGE family, member 3",A_24_P358054,b,1215
BX537432,,A_23_P201901,b,1216
ENST00000294544,,A_32_P205053,ns,1217
GRM8,"glutamate receptor, metabotropic 8",A_32_P8221,NM_000845,1218
UNKL,unkempt-like (Drosophila),A_23_P106559,NM_024023,1219
C22orf9,chromosome 22 open reading frame 9,A_32_P88479,NM_015264,1220
ABCB6,"ATP-binding cassette, sub-family B (MDR/TAP), member 6",A_24_P197196,NM_005689,1221
SASH1,SAM and SH3 domain containing 1,A_23_P93442,NM_015278,1222
CTAGE5,"CTAGE family, member 5",A_24_P333326,NM_203355,1223
FLJ90586,hypothetical protein FLJ90586,A_23_P42909,NM_153345,1224
U94902,,A_24_P919538,b,1225
ZNF546,zinc finger protein 546,A_23_P130876,NM_178544,1226
RPS25,ribosomal protein S25,A_24_P247153,NM_001028,1227
A_24_P410246,,A_24_P410246,0,1228
IRF7,interferon regulatory factor 7,A_24_P118892,NM_004030,1229
D31828,,A_24_P934952,b,1230
HSPA8,heat shock 70kDa protein 8,A_32_P13728,NM_006597,1231
