ID,log2 fold change,Average Expression,moderated t-statistic,nominal p-value,Benjamini-Hochberg adjusted p-value,Gene Symbol,Gene Title,Chromosomal Location,Alignments
200663_at,0.120,10.173,4.174,6.66E-05,2.03E-03,CD63,CD63 molecule,chr12q12-q13,chr12:56119257-56122794 (-) // 100.0 // q13.2
235643_at,0.518,5.979,4.173,6.67E-05,2.03E-03,SAMD9L,sterile alpha motif domain containing 9-like,chr7q21.2,chr7:92764948-92774917 (-) // 99.85 // q21.2
214666_x_at,-0.223,6.134,-4.171,6.74E-05,2.05E-03,IREB2,iron-responsive element binding protein 2,chr15q25.1,chr15:78730625-78792447 (+) // 94.51 // q25.1
36920_at,-0.247,5.257,-4.170,6.76E-05,2.05E-03,MTM1,myotubularin 1,chrXq28,chrX:149737068-149841614 (+) // 95.65 // q28
231370_at,-0.187,8.274,-4.169,6.79E-05,2.06E-03,PPM1A,"Protein phosphatase, Mg2+/Mn2+ dependent, 1A",chr14q23.1,chr14:60759384-60760075 (-) // 97.46 // q23.1
243259_at,-0.127,6.496,-4.168,6.81E-05,2.06E-03,ATXN7,ataxin 7,chr3p21.1-p12,chr3:63988224-63989133 (+) // 89.95 // p14.1
227766_at,-0.140,7.211,-4.166,6.85E-05,2.07E-03,LIG4,"ligase IV, DNA, ATP-dependent",chr13q33-q34,chr13:108859793-108860457 (-) // 92.76 // q33.3
229228_at,-0.488,4.232,-4.166,6.85E-05,2.07E-03,CREB5,cAMP responsive element binding protein 5,chr7p15.1,chr7:28865040-28865508 (+) // 95.12 // p14.3
209647_s_at,-0.207,6.152,-4.165,6.87E-05,2.07E-03,SOCS5,suppressor of cytokine signaling 5,chr2p21,chr2:46926090-46990379 (+) // 98.27 // p21
219487_at,-0.157,6.988,-4.164,6.91E-05,2.08E-03,BBS10,Bardet-Biedl syndrome 10,chr12q21.2,chr12:76738271-76740232 (-) // 90.83 // q21.2
204236_at,-0.157,9.054,-4.164,6.91E-05,2.08E-03,FLI1,Friend leukemia virus integration 1,chr11q24.1-q24.3,chr11:128563988-128682310 (+) // 96.72 // q24.3
215908_at,0.114,3.565,4.162,6.96E-05,2.09E-03,---,---,---,---
207198_s_at,0.229,7.731,4.161,6.98E-05,2.09E-03,LIMS1,LIM and senescent cell antigen-like domains 1,chr2q12.3,chr2:109204766-109300593 (+) // 99.92 // q12.3 /// chr2:110660431-110682006 (+) // 70.87 // q13 /// chr2:111204655-111226229 (-) // 70.87 // q13
214971_s_at,-0.258,4.503,-4.161,6.99E-05,2.09E-03,ST6GAL1,"ST6 beta-galactosamide alpha-2,6-sialyltranferase 1",chr3q27-q28,chr3:186648316-186794261 (+) // 97.77 // q27.3
1558445_at,-0.229,5.780,-4.160,7.00E-05,2.10E-03,---,---,---,---
227803_at,-0.408,5.195,-4.159,7.04E-05,2.11E-03,ENPP5,ectonucleotide pyrophosphatase/phosphodiesterase 5 (putative),chr6p21.1-p11.2,chr6:46128137-46138708 (-) // 98.33 // p21.1
203898_at,-0.133,7.211,-4.157,7.10E-05,2.12E-03,CRCP,CGRP receptor component,chr7q11.21,chr7:65579862-65619867 (+) // 48.49 // q11.21
1558256_at,-0.154,4.525,-4.156,7.13E-05,2.13E-03,LOC148189,hypothetical LOC148189,chr19q11,chr19:28281985-28284827 (-) // 32.59 // q11
230747_s_at,-0.301,6.849,-4.155,7.14E-05,2.13E-03,TTC39C,tetratricopeptide repeat domain 39C,chr18q11.2,chr18:21594855-21600252 (+) // 81.73 // q11.2
214941_s_at,0.182,7.515,4.152,7.22E-05,2.15E-03,PRPF40A,PRP40 pre-mRNA processing factor 40 homolog A (S. cerevisiae),chr2q23.3,chr2:153535569-153573974 (-) // 99.54 // q23.3
204489_s_at,-0.265,10.214,-4.151,7.25E-05,2.15E-03,CD44,CD44 molecule (Indian blood group),chr11p13,chr11:35160822-35251573 (+) // 99.83 // p13
202034_x_at,-0.112,6.562,-4.150,7.29E-05,2.16E-03,RB1CC1,RB1-inducible coiled-coil 1,chr8q11,chr8:53535018-53626983 (-) // 96.45 // q11.23
225972_at,-0.145,5.964,-4.149,7.31E-05,2.17E-03,TMEM64,transmembrane protein 64,chr8q21.3,chr8:91634227-91637416 (-) // 98.01 // q21.3
208610_s_at,0.375,8.189,4.148,7.32E-05,2.17E-03,SRRM2,serine/arginine repetitive matrix 2,chr16p13.3,chr16:2802653-2821409 (+) // 96.2 // p13.3
228283_at,-0.112,9.609,-4.147,7.35E-05,2.17E-03,CMC1,COX assembly mitochondrial protein homolog (S. cerevisiae),chr3p24.1,chr3:28283154-28361264 (+) // 91.54 // p24.1
218499_at,-0.097,10.696,-4.146,7.40E-05,2.18E-03,MST4,serine/threonine protein kinase MST4,chrXq26.2,chrX:131157428-131209971 (+) // 99.59 // q26.2
236170_x_at,-0.247,4.523,-4.145,7.42E-05,2.19E-03,---,---,---,chr7:35738551-35739020 (+) // 44.33 // p14.2
206288_at,-0.138,6.541,-4.144,7.45E-05,2.19E-03,PGGT1B,"protein geranylgeranyltransferase type I, beta subunit",chr5q22.3,chr5:114547576-114598550 (-) // 84.15 // q22.3
1558794_at,-0.212,3.548,-4.140,7.54E-05,2.22E-03,LOC728190,Hypothetical LOC728190,chr10q23.2,---
204411_at,0.220,6.513,4.139,7.57E-05,2.22E-03,KIF21B,kinesin family member 21B,chr1pter-q31.3,chr1:200938519-200942179 (-) // 98.72 // q32.1
241997_at,0.219,5.249,4.137,7.62E-05,2.24E-03,---,---,---,---
202375_at,-0.224,8.405,-4.135,7.69E-05,2.25E-03,SEC24D,"SEC24 family, member D (S. cerevisiae)",chr4q26,chr4:119643978-119757254 (-) // 99.97 // q26
224790_at,-0.219,6.323,-4.135,7.70E-05,2.25E-03,ASAP1,"ArfGAP with SH3 domain, ankyrin repeat and PH domain 1",chr8q24.1-q24.2,chr8:131064352-131193108 (-) // 98.11 // q24.21
206188_at,-0.154,5.635,-4.133,7.74E-05,2.26E-03,ZNF623,zinc finger protein 623,chr8q24.3,chr8:144731829-144736091 (+) // 53.93 // q24.3
214754_at,-0.221,5.403,-4.132,7.78E-05,2.27E-03,TET3,tet oncogene family member 3,chr2p13.1,chr2:74327918-74334730 (+) // 98.81 // p13.1
236233_at,-0.139,3.693,-4.132,7.79E-05,2.27E-03,TRIM32,tripartite motif-containing 32,chr9q33.1,chr9:119462995-119463578 (+) // 95.42 // q33.1
225635_s_at,-0.115,8.821,-4.131,7.80E-05,2.27E-03,LOC401504,hypothetical LOC401504,chr9p13.2,chr9:37084986-37089857 (+) // 78.91 // p13.2
1569935_at,0.131,4.181,4.129,7.87E-05,2.29E-03,ZNF664,Zinc finger protein 664,chr12q24.31,chr12:124570307-124573140 (+) // 54.45 // q24.31
212331_at,-0.122,9.002,-4.128,7.89E-05,2.29E-03,RBL2,retinoblastoma-like 2 (p130),chr16q12.2,chr16:53468350-53525560 (+) // 98.6 // q12.2
1552671_a_at,-0.198,4.709,-4.127,7.91E-05,2.30E-03,SLC9A7,"solute carrier family 9 (sodium/hydrogen exchanger), member 7",chrXp11.3|Xp11.3,chrX:46466090-46618472 (-) // 98.2 // p11.23
221158_at,-0.113,6.560,-4.126,7.95E-05,2.30E-03,GCFC1,GC-rich sequence DNA-binding factor 1,chr21q21.3,chr21:34115556-34127583 (-) // 75.71 // q22.11
204120_s_at,-0.217,6.693,-4.126,7.96E-05,2.30E-03,ADK,adenosine kinase,chr10q22|10q11-q24,chr10:75936443-76468781 (+) // 98.89 // q22.2
243491_at,-0.219,4.299,-4.124,8.02E-05,2.32E-03,---,---,---,chr19:21377650-21378430 (+) // 99.49 // p12
235711_at,-0.121,5.525,-4.122,8.05E-05,2.33E-03,PURB,purine-rich element binding protein B,chr7p13,chr7:44920963-44921947 (-) // 97.59 // p13
1557120_at,-0.116,4.526,-4.121,8.09E-05,2.33E-03,EEF1A1,Eukaryotic translation elongation factor 1 alpha 1,chr6q14.1,---
45526_g_at,0.111,8.877,4.118,8.19E-05,2.36E-03,NAT15,"N-acetyltransferase 15 (GCN5-related, putative)",chr16p13.3,chr16:3536194-3536952 (+) // 75.33 // p13.3
216860_s_at,0.229,6.319,4.115,8.27E-05,2.38E-03,GDF11,growth differentiation factor 11,chr12q13.2,chr12:56137182-56150911 (+) // 96.82 // q13.2
201968_s_at,0.151,9.623,4.115,8.28E-05,2.38E-03,PGM1,phosphoglucomutase 1,chr1p31,chr1:64059099-64125915 (+) // 99.83 // p31.3
214244_s_at,-0.146,4.640,-4.115,8.29E-05,2.38E-03,ATP6V0E1,"ATPase, H+ transporting, lysosomal 9kDa, V0 subunit e1",chr5q35.1,chr5:172410783-172461897 (-) // 88.08 // q35.1
225810_at,-0.166,6.306,-4.113,8.32E-05,2.39E-03,MTMR10,myotubularin related protein 10,chr15q13.3,chr15:31231143-31232994 (-) // 98.09 // q13.3
202970_at,-0.268,5.941,-4.113,8.34E-05,2.39E-03,DYRK2,dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 2,chr12q15,chr12:68042753-68059186 (+) // 96.96 // q15
200896_x_at,0.102,9.728,4.112,8.38E-05,2.40E-03,HDGF,hepatoma-derived growth factor,chr1q21-q23,chr1:156711901-156721536 (-) // 90.61 // q23.1
242556_at,0.126,3.632,4.110,8.42E-05,2.41E-03,---,---,---,chr2:10557541-10558004 (+) // 25.49 // p25.1
227018_at,-0.109,7.382,-4.110,8.43E-05,2.41E-03,DPP8,dipeptidyl-peptidase 8,chr15q22,chr15:65737267-65739025 (-) // 95.73 // q22.31
1555913_at,0.260,4.013,4.108,8.48E-05,2.42E-03,GON4L,gon-4-like (C. elegans),chr1q22,chr1:155792124-155827005 (-) // 98.0 // q22
222502_s_at,-0.136,7.725,-4.105,8.58E-05,2.44E-03,UFM1,ubiquitin-fold modifier 1,chr13q13.3,chr13:38923990-38935485 (+) // 96.75 // q13.3 /// chr17:33703860-33704756 (-) // 90.35 // q12
238336_s_at,-0.126,4.476,-4.105,8.60E-05,2.45E-03,DNAJC21,"DnaJ (Hsp40) homolog, subfamily C, member 21",chr5p13.2,chr5:34945762-34955058 (-) // 91.81 // p13.2
205931_s_at,-0.394,5.147,-4.103,8.65E-05,2.46E-03,CREB5,cAMP responsive element binding protein 5,chr7p15.1,chr7:28475233-28859617 (+) // 92.63 // p15.1
208863_s_at,-0.107,10.048,-4.103,8.66E-05,2.46E-03,SRSF1,serine/arginine-rich splicing factor 1,chr17q22,chr17:56081167-56084593 (-) // 99.65 // q22
235331_x_at,-0.251,6.631,-4.101,8.70E-05,2.46E-03,PCGF5,polycomb group ring finger 5,chr10q23.32,chr10:93024244-93039736 (+) // 99.89 // q23.32
219925_at,-0.130,5.296,-4.101,8.70E-05,2.46E-03,ZMYM6,"zinc finger, MYM-type 6",chr1p34.2,chr1:35449391-35496314 (-) // 99.16 // p34.3
227813_at,-0.125,6.152,-4.100,8.75E-05,2.47E-03,THAP6,THAP domain containing 6,chr4q21.1,chr4:76454072-76455234 (+) // 78.39 // q21.1
1558118_at,0.099,3.635,4.099,8.78E-05,2.48E-03,LOC100287576,hypothetical LOC100287576,chr22q11.21,chr22:18984351-18986134 (+) // 88.05 // q11.21
222540_s_at,0.234,8.322,4.098,8.79E-05,2.48E-03,RSF1,remodeling and spacing factor 1,chr11q14.1,chr11:77375984-77414578 (-) // 97.37 // q14.1
225930_at,-0.159,7.233,-4.098,8.81E-05,2.48E-03,NKIRAS1,NFKB inhibitor interacting Ras-like 1,chr3p24.2,chr3:23933309-23958452 (-) // 94.16 // p24.2
218411_s_at,-0.099,7.261,-4.097,8.83E-05,2.48E-03,MBIP,MAP3K12 binding inhibitory protein 1,chr14q13.3,chr14:36767770-36789845 (-) // 94.21 // q13.3
223528_s_at,0.134,9.056,4.096,8.86E-05,2.49E-03,METT11D1,methyltransferase 11 domain containing 1,chr14q11.2,chr14:21458138-21465084 (+) // 99.14 // q11.2
203715_at,-0.108,7.324,-4.096,8.86E-05,2.49E-03,TBCE,tubulin folding cofactor E,chr1q42.3,chr1:235530770-235612280 (+) // 99.15 // q42.3
204010_s_at,-0.116,3.475,-4.094,8.93E-05,2.50E-03,KRAS,v-Ki-ras2 Kirsten rat sarcoma viral oncogene homolog,chr12p12.1,chr12:25357722-25403865 (-) // 89.23 // p12.1
230006_s_at,-0.141,8.347,-4.093,8.97E-05,2.51E-03,SVIP,small VCP/p97-interacting protein,chr11p14.2,chr11:22842156-22842625 (-) // 79.14 // p14.3
238561_s_at,-0.163,4.132,-4.093,8.98E-05,2.51E-03,UTP23,"UTP23, small subunit (SSU) processome component, homolog (yeast)",chr8q24.11,chr8:117784182-117785428 (+) // 63.97 // q24.11
223511_at,-0.190,5.039,-4.092,9.00E-05,2.51E-03,C1orf124,chromosome 1 open reading frame 124,chr1q42.12-q43,chr1:231474067-231489988 (+) // 99.22 // q42.2
224321_at,-0.172,5.139,-4.089,9.10E-05,2.54E-03,TMEFF2,transmembrane protein with EGF-like and two follistatin-like domains 2,chr2q32.3,chr2:192815080-193059328 (-) // 71.24 // q32.3
213349_at,-0.114,5.535,-4.088,9.14E-05,2.55E-03,TMCC1,transmembrane and coiled-coil domain family 1,chr3q22.1,chr3:129367543-129389684 (-) // 99.12 // q22.1
220172_at,-0.164,5.899,-4.087,9.17E-05,2.55E-03,DCAF17,DDB1 and CUL4 associated factor 17,chr2q31.1,chr2:172290726-172338668 (+) // 98.54 // q31.1
1554449_at,-0.125,3.502,-4.086,9.20E-05,2.56E-03,MIER3,"mesoderm induction early response 1, family member 3",chr5q11.2,chr5:56216206-56247952 (-) // 99.53 // q11.2
214501_s_at,0.145,9.230,4.084,9.27E-05,2.57E-03,H2AFY,"H2A histone family, member Y",chr5q31.1,chr5:134670617-134734881 (-) // 96.81 // q31.1
240163_at,-0.167,3.939,-4.083,9.30E-05,2.58E-03,RORA,RAR-related orphan receptor A,chr15q22.2,chr15:60802604-60821923 (+) // 91.27 // q22.2
221519_at,0.096,7.634,4.083,9.31E-05,2.58E-03,FBXW4,F-box and WD repeat domain containing 4,chr10q24,chr10:103370423-103455016 (-) // 88.67 // q24.32
228027_at,-0.262,4.236,-4.083,9.31E-05,2.58E-03,GPRASP2,G protein-coupled receptor associated sorting protein 2,chrXq22.1,chrX:101971649-101972659 (+) // 84.93 // q22.1
229417_at,-0.141,6.373,-4.083,9.32E-05,2.58E-03,---,---,---,chr8:74439066-74439569 (-) // 34.79 // q21.11
235461_at,-0.345,3.333,-4.082,9.33E-05,2.58E-03,TET2,tet oncogene family member 2,chr4q24,chr4:106156398-106157650 (+) // 95.55 // q24
201183_s_at,0.269,7.707,4.081,9.36E-05,2.58E-03,CHD4,chromodomain helicase DNA binding protein 4,chr12p13,chr12:6679247-6716599 (-) // 99.16 // p13.31
227960_s_at,-0.148,7.289,-4.081,9.37E-05,2.58E-03,FAHD1,fumarylacetoacetate hydrolase domain containing 1,chr16p13.3,chr16:1878205-1878909 (+) // 61.11 // p13.3
235583_at,-0.296,6.654,-4.081,9.39E-05,2.58E-03,ILDR1,immunoglobulin-like domain containing receptor 1,chr3q13.33,chr3:121706169-121707018 (-) // 53.0 // q13.33
217040_x_at,-0.129,3.665,-4.076,9.55E-05,2.62E-03,SOX15,SRY (sex determining region Y)-box 15,chr17p13,chr17:7491695-7491864 (-) // 94.67 // p13.1
210034_s_at,-0.221,4.253,-4.075,9.57E-05,2.62E-03,RPL5,ribosomal protein L5,chr1p22.1,chr1:93305556-93309123 (+) // 72.56 // p22.1
221803_s_at,-0.112,8.313,-4.075,9.58E-05,2.62E-03,NRBF2,nuclear receptor binding factor 2,chr10q21.3,chr10:64893059-64914784 (+) // 97.92 // q21.3 /// chr8:108995196-108996994 (+) // 92.16 // q23.1
203678_at,-0.137,7.016,-4.074,9.62E-05,2.63E-03,FAN1,FANCD2/FANCI-associated nuclease 1,chr15q13.2-q13.3,chr15:31196125-31235308 (+) // 99.46 // q13.2
214448_x_at,0.122,4.572,4.074,9.62E-05,2.63E-03,NFKBIB,"nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, beta",chr19q13.1,chr19:39390619-39399533 (+) // 98.95 // q13.2
244740_at,-0.438,4.680,-4.074,9.62E-05,2.63E-03,LOC100128252,hypothetical LOC100128252,chr19q13.43,chr19:56989518-57005713 (+) // 43.95 // q13.43
203869_at,-0.155,7.073,-4.072,9.68E-05,2.64E-03,USP46,ubiquitin specific peptidase 46,chr4q12,chr4:53459587-53525442 (-) // 99.63 // q12
201101_s_at,0.267,9.272,4.070,9.76E-05,2.66E-03,BCLAF1,BCL2-associated transcription factor 1,chr6q22-q23,chr6:136579432-136603827 (-) // 96.25 // q23.3 /// chr5:110281975-110286723 (-) // 77.77 // q22.1
203741_s_at,-0.141,7.353,-4.067,9.85E-05,2.68E-03,ADCY7,adenylate cyclase 7,chr16q12.1,chr16:50321825-50351268 (+) // 85.05 // q12.1
214004_s_at,0.228,5.725,4.067,9.87E-05,2.69E-03,VGLL4,vestigial like 4 (Drosophila),chr3p25.3,chr3:11599962-11600839 (-) // 92.27 // p25.3
212911_at,-0.107,6.760,-4.065,9.92E-05,2.69E-03,DNAJC16,"DnaJ (Hsp40) homolog, subfamily C, member 16",chr1p36.1,chr1:15863012-15898228 (+) // 90.7 // p36.21
220739_s_at,0.190,4.340,4.065,9.95E-05,2.70E-03,CNNM3,cyclin M3,chr2p12-p11.2,chr2:97482929-97499281 (+) // 98.26 // q11.2
242953_at,-0.101,6.047,-4.063,1.00E-04,2.72E-03,ZNF234,zinc finger protein 234,chr19q13.31,chr19:44662671-44663557 (+) // 58.2 // q13.31
235376_at,0.227,3.809,4.061,1.01E-04,2.73E-03,---,---,---,chr3:49357728-49358882 (-) // 37.91 // p21.31
201988_s_at,-0.159,6.054,-4.060,1.01E-04,2.74E-03,CREBL2,cAMP responsive element binding protein-like 2,chr12p13,chr12:12764807-12798131 (+) // 95.96 // p13.2
212682_s_at,0.122,5.310,4.058,1.02E-04,2.75E-03,LMF2,lipase maturation factor 2,chr22q13.33,chr22:50941382-50946131 (-) // 96.89 // q13.33
234875_at,-0.152,6.949,-4.058,1.02E-04,2.75E-03,RPL7A,ribosomal protein L7a,chr9q34,chr9:136215779-136218221 (+) // 90.13 // q34.2 /// chr14:70352056-70352857 (-) // 91.14 // q24.2 /// chr18:36914835-36915636 (-) // 90.13 // q12.2 /// chr19:21332450-21333241 (-) // 99.75 // p12
207966_s_at,0.215,7.619,4.057,1.02E-04,2.75E-03,GLG1,golgi glycoprotein 1,chr16q22.3,chr16:74486715-74641010 (-) // 98.0 // q23.1
1555779_a_at,0.176,7.911,4.055,1.03E-04,2.77E-03,CD79A,"CD79a molecule, immunoglobulin-associated alpha",chr19q13.2,chr19:42381361-42385143 (+) // 92.73 // q13.2
229704_at,-0.128,7.830,-4.054,1.03E-04,2.78E-03,PDS5B,"PDS5, regulator of cohesion maintenance, homolog B (S. cerevisiae)",chr13q12.3,chr13:33349235-33350038 (-) // 92.46 // q13.1
233359_at,0.118,4.626,4.051,1.05E-04,2.81E-03,---,---,---,chr17:75975884-75978584 (+) // 7.12 // q25.3
226800_at,-0.119,7.165,-4.049,1.05E-04,2.82E-03,EFCAB7,EF-hand calcium binding domain 7,chr1p31.3,chr1:63989186-64038361 (+) // 97.59 // p31.3
209451_at,-0.129,9.367,-4.049,1.05E-04,2.82E-03,TANK,TRAF family member-associated NFKB activator,chr2q24-q31,chr2:161993465-162092682 (+) // 99.38 // q24.2
235125_x_at,-0.164,6.568,-4.047,1.06E-04,2.84E-03,FAM73A,"family with sequence similarity 73, member A",chr1p31.1,chr1:78344016-78345224 (+) // 91.98 // p31.1
227973_at,-0.096,8.749,-4.045,1.07E-04,2.86E-03,C2orf69,chromosome 2 open reading frame 69,chr2q33.1,chr2:200791481-200792262 (+) // 90.89 // q33.1
215023_s_at,-0.102,5.503,-4.044,1.07E-04,2.86E-03,PEX1,peroxisomal biogenesis factor 1,chr7q21.2,chr7:92118546-92134214 (-) // 98.13 // q21.2
210361_s_at,-0.133,5.864,-4.044,1.07E-04,2.86E-03,ELF2,E74-like factor 2 (ets domain transcription factor),chr4q28,chr2:186410878-186412545 (-) // 53.49 // q32.1 /// chr4:139979431-140005457 (-) // 96.21 // q31.1 /// chr6:1513247-1515691 (-) // 89.14 // p25.3
223090_x_at,-0.108,9.372,-4.042,1.08E-04,2.88E-03,VEZT,"vezatin, adherens junctions transmembrane protein",chr12q22,chr12:95611575-95694946 (+) // 97.96 // q22
236966_at,0.238,4.822,4.042,1.08E-04,2.88E-03,ARMC8,armadillo repeat containing 8,chr3q22.3,chr3:137980828-137981441 (+) // 92.01 // q22.3
218366_x_at,0.112,9.281,4.041,1.08E-04,2.88E-03,METT11D1,methyltransferase 11 domain containing 1,chr14q11.2,chr14:21458138-21465192 (+) // 96.98 // q11.2
204807_at,-0.170,6.036,-4.038,1.10E-04,2.91E-03,TMEM5,transmembrane protein 5,chr12q14.2,chr12:64173602-64203337 (+) // 79.98 // q14.2
208947_s_at,0.137,5.090,4.035,1.11E-04,2.94E-03,UPF1,UPF1 regulator of nonsense transcripts homolog (yeast),chr19p13.2-p13.11,chr19:18942840-18977395 (+) // 97.47 // p13.11
227384_s_at,0.265,7.327,4.035,1.11E-04,2.94E-03,---,---,---,chr1:149580196-149581115 (+) // 89.33 // q21.2 /// chr5:49966474-49967385 (+) // 59.34 // q11.1 /// chr1:144336128-144337029 (-) // 65.96 // q21.1 /// chr1:144516377-144517278 (-) // 81.22 // q21.1 /// chr1:143739806-143740706 (-) // 65.96 // q21.1 /// chr1:147927328-147928228 (-) // 80.9 // q21.2
202526_at,-0.133,4.165,-4.035,1.11E-04,2.94E-03,SMAD4,SMAD family member 4,chr18q21.1,chr18:48556611-48607113 (+) // 93.85 // q21.2
227283_at,-0.310,5.317,-4.034,1.11E-04,2.94E-03,EFR3B,EFR3 homolog B (S. cerevisiae),chr2p23.3,chr2:25379895-25382004 (+) // 97.64 // p23.3
228026_at,-0.108,8.362,-4.033,1.12E-04,2.95E-03,SIKE1,suppressor of IKBKE 1,chr1p13.2,chr1:115312106-115313113 (-) // 35.71 // p13.2
226202_at,-0.117,6.891,-4.033,1.12E-04,2.95E-03,ZNF398,zinc finger protein 398,chr7q36.1,chr7:148873597-148879878 (+) // 93.73 // q36.1
1558924_s_at,0.353,3.797,4.031,1.13E-04,2.97E-03,CLIP1,CAP-GLY domain containing linker protein 1,chr12q24.3,chr12:122825455-122837335 (-) // 96.46 // q24.31
201626_at,-0.134,11.731,-4.030,1.13E-04,2.97E-03,INSIG1,insulin induced gene 1,chr7q36,chr7:155089424-155395498 (+) // 93.02 // q36.2
203590_at,0.147,6.678,4.029,1.13E-04,2.97E-03,DYNC1LI2,"dynein, cytoplasmic 1, light intermediate chain 2",chr16q22.1,chr16:66757503-66785500 (-) // 99.01 // q22.1
213494_s_at,-0.122,5.414,-4.029,1.13E-04,2.97E-03,YY1,YY1 transcription factor,chr14q,chr14:100706086-100744471 (-) // 92.8 // q32.2
221815_at,0.154,5.063,4.029,1.13E-04,2.97E-03,ABHD2,abhydrolase domain containing 2,chr15q26.1,chr15:89741793-89744322 (+) // 75.3 // q26.1
235638_at,0.577,4.925,4.028,1.14E-04,2.97E-03,RASSF6,Ras association (RalGDS/AF-6) domain family member 6,chr4q13.3,chr4:74440790-74441606 (-) // 94.99 // q13.3
206848_at,0.272,4.995,4.026,1.14E-04,2.99E-03,FAM36A /// HOXA7,"family with sequence similarity 36, member A /// homeobox A7",chr1q44 /// chr7p15.2,chr1:244999209-245000264 (+) // 41.72 // q44 /// chr7:27194429-27196270 (-) // 40.7 // p15.2
216350_s_at,-0.152,4.539,-4.026,1.15E-04,3.00E-03,ZNF10,zinc finger protein 10,chr12q24.33,chr12:133721018-133733577 (+) // 99.01 // q24.33
224312_x_at,0.102,6.318,4.024,1.15E-04,3.01E-03,CPSF3L,cleavage and polyadenylation specific factor 3-like,chr1p36.33,chr1:1246977-1254723 (-) // 98.15 // p36.33
216961_s_at,-0.144,4.948,-4.023,1.16E-04,3.02E-03,RPAIN,RPA interacting protein,chr17p13.2,chr17:5336100-5342381 (+) // 86.37 // p13.2
212720_at,-0.123,7.407,-4.023,1.16E-04,3.02E-03,PAPOLA,poly(A) polymerase alpha,chr14q32.31,chr14:97031673-97033448 (+) // 96.26 // q32.2
203487_s_at,-0.126,6.879,-4.022,1.16E-04,3.02E-03,ARMC8,armadillo repeat containing 8,chr3q22.3,chr3:137982352-138017214 (+) // 98.8 // q22.3
208837_at,0.140,8.447,4.020,1.17E-04,3.05E-03,TMED3,transmembrane emp24 protein transport domain containing 3,chr15q24-q25,chr15:79603495-79615182 (+) // 97.24 // q25.1
244352_at,-0.305,5.364,-4.018,1.18E-04,3.05E-03,CD84,CD84 molecule,chr1q24,chr1:160513953-160514954 (-) // 71.46 // q23.3
244461_at,-0.235,5.151,-4.018,1.18E-04,3.05E-03,SPECC1,sperm antigen with calponin homology and coiled-coil domains 1,chr17p11.2,chr17:20141039-20142204 (+) // 73.23 // p11.2
226310_at,-0.190,6.255,-4.018,1.18E-04,3.06E-03,RICTOR,"RPTOR independent companion of MTOR, complex 2",chr5p13.1,chr5:38938021-38939726 (-) // 94.1 // p13.1
223286_at,0.128,8.419,4.017,1.18E-04,3.06E-03,C17orf81,chromosome 17 open reading frame 81,chr17p13.1,chr17:7155554-7163250 (+) // 96.15 // p13.1
228011_at,-0.271,6.956,-4.017,1.18E-04,3.06E-03,FAM92A1,"family with sequence similarity 92, member A1",chr8q22.1,chr15:41456139-41457785 (+) // 79.16 // q15.1 /// chr8:94722018-94741626 (+) // 98.93 // q22.1
200733_s_at,-0.123,10.160,-4.016,1.19E-04,3.06E-03,PTP4A1,"protein tyrosine phosphatase type IVA, member 1",chr6q12,chr6:64286394-64291367 (+) // 98.41 // q12 /// chr1:176583808-176586318 (-) // 90.45 // q25.2
211220_s_at,-0.179,3.898,-4.016,1.19E-04,3.06E-03,HSF2,heat shock transcription factor 2,chr6q22.31,chr6:122720806-122741553 (+) // 93.56 // q22.31
207996_s_at,-0.341,5.914,-4.016,1.19E-04,3.06E-03,C18orf1,chromosome 18 open reading frame 1,chr18p11.2,chr18:13620866-13652753 (+) // 99.49 // p11.21
221044_s_at,-0.150,8.374,-4.014,1.20E-04,3.08E-03,TRIM34 /// TRIM6-TRIM34,tripartite motif-containing 34 /// TRIM6-TRIM34 readthrough,chr11p15,chr11:5617954-5665623 (+) // 98.77 // p15.4
33736_at,-0.142,6.175,-4.013,1.20E-04,3.08E-03,STOML1,stomatin (EPB72)-like 1,chr15q24-q25,chr15:74275554-74284623 (-) // 89.95 // q24.1
224576_at,0.114,9.715,4.013,1.20E-04,3.08E-03,ERGIC1,endoplasmic reticulum-golgi intermediate compartment (ERGIC) 1,chr5q35.1,chr5:172261222-172379686 (+) // 95.65 // q35.1
226783_at,0.158,6.359,4.012,1.20E-04,3.09E-03,AGXT2L2,alanine-glyoxylate aminotransferase 2-like 2,chr5q35.3,chr5:177657376-177659615 (-) // 75.91 // q35.3
232877_at,0.121,4.190,4.012,1.21E-04,3.09E-03,---,---,---,chr1:8865927-8868372 (+) // 53.66 // p36.23
209922_at,-0.097,6.338,-4.011,1.21E-04,3.09E-03,BRAP,BRCA1 associated protein,chr12q24,chr12:112081899-112123739 (-) // 98.86 // q24.12
229076_s_at,-0.148,5.148,-4.011,1.21E-04,3.09E-03,---,---,---,chr22:39079897-39080492 (-) // 86.65 // q13.1
226915_s_at,-0.120,8.454,-4.011,1.21E-04,3.09E-03,ARPC5L,"actin related protein 2/3 complex, subunit 5-like",chr9q33.3,chr9:127637736-127640011 (+) // 75.15 // q33.3
